HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,  ,Nasal endoscopy dx,1520200,183.02,63.27,199.95,69.12,1.0,0.913,1.094,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1510200,175.0,61.02,191.18,66.66,1.0,0.869,0.827,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1451250,193.94,62.65,211.87,68.44,1.0,1.001,0.569,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1441201,203.92,66.47,222.78,72.62,1.021,1.048,0.981,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1431240,201.28,65.14,219.9,71.17,1.0,1.038,0.917,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1421299,205.43,66.27,224.43,72.4,1.026,1.061,0.842,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1421201,228.02,70.24,249.11,76.74,1.049,1.203,0.842,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1411299,178.58,60.8,195.1,66.43,1.0,0.898,0.652,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1411203,193.73,62.96,211.65,68.79,1.0,0.997,0.652,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1329204,240.92,79.86,263.21,87.25,1.056,1.228,2.661,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1328299,187.79,62.53,205.16,68.32,1.0,0.955,0.752,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1320203,216.09,71.16,236.08,77.74,1.027,1.105,1.646,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1320202,239.98,79.57,262.18,86.93,1.046,1.223,2.702,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1320201,234.05,76.27,255.7,83.32,1.056,1.203,2.031,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1310200,214.4,68.29,234.23,74.6,1.037,1.114,0.934,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1250299,186.0,62.84,203.2,68.65,1.0,0.939,0.888,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1250201,210.37,68.32,229.83,74.64,1.022,1.083,1.199,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1240299,218.65,69.0,238.87,75.38,1.037,1.141,0.959,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1240201,227.98,70.72,249.06,77.26,1.049,1.199,0.959,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1230299,202.29,66.28,221.0,72.41,1.011,1.037,1.07,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1230201,213.14,69.39,232.85,75.81,1.028,1.096,1.313,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1220201,235.45,73.34,257.23,80.12,1.054,1.236,1.294,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1210201,199.07,65.03,217.49,71.05,1.005,1.022,0.927,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1150200,183.98,62.27,201.0,68.03,1.0,0.928,0.819,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1140216,175.11,62.58,191.31,68.37,1.0,0.858,1.198,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1130200,194.61,64.11,212.61,70.04,1.0,0.995,0.897,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1120201,179.56,61.12,196.17,66.77,1.0,0.903,0.695,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1031235,176.89,59.9,193.25,65.44,1.0,0.892,0.492,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1021299,176.74,61.59,193.09,67.29,1.0,0.878,0.904,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1021201,195.1,64.2,213.15,70.14,1.0,0.998,0.904,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1011200,178.36,61.89,194.85,67.61,1.0,0.888,0.921,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,920250,197.03,64.82,215.25,70.82,1.0,1.008,0.986,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,920220,197.03,64.82,215.25,70.82,1.0,1.008,0.986,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,910299,188.65,65.49,206.1,71.55,1.0,0.939,1.435,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,910204,207.28,73.11,226.45,79.87,1.0,1.023,2.629,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,910203,200.19,68.9,218.71,75.28,1.0,1.001,1.86,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,820299,182.16,62.67,199.01,68.47,1.0,0.911,0.979,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,820201,198.43,67.66,216.78,73.92,1.0,0.997,1.622,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,810200,177.98,59.94,194.45,65.49,1.0,0.9,0.465,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,730200,170.11,59.67,185.84,65.19,1.0,0.842,0.671,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,720299,177.78,63.41,194.22,69.28,1.0,0.872,1.307,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,720201,187.26,65.68,204.58,71.76,1.0,0.927,1.528,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,710213,169.88,58.79,185.59,64.22,1.0,0.847,0.465,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,630200,183.59,60.04,200.57,65.59,1.0,0.942,0.296,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,620200,194.72,61.86,212.74,67.58,1.0,1.013,0.353,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,610299,183.29,63.68,200.25,69.57,1.0,0.912,1.182,A,1.1,,4.42,,4.42,,0.63,,0.63,0.14,5.66,1.87,5.66,1.87,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.6062,,99,,,0,0,0
