HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Not Used for Medicare,Work RVU,NA Flag for Non-FAC PE RVU,Non-facility PE RVU,Transitioned Non-FAC PE RVU,NA Flag for facility PE RVU,Facility PE RVU,Transitioned Facility PE RVU,MP RVU,Non-facility Total,Transitioned Non-FAC Total,Facility Total,Transitioned Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Diag Imaging Family Ind
31231,,"Nasal endoscopy, dx",82521,163.32,75.44,1.0,0.895,0.97,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",95100,167.44,76.21,1.0,0.929,0.865,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",88416,159.2,75.73,1.0,0.85,1.462,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",83699,172.91,77.46,1.0,0.972,0.803,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",83602,190.08,82.06,1.005,1.1,0.803,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",90400,167.42,75.31,1.0,0.938,0.54,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",97350,180.41,79.96,1.0,1.023,1.003,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",3114550,173.73,76.91,1.0,0.986,0.527,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",91009,168.24,75.83,1.0,0.941,0.653,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",90099,161.62,75.21,1.0,0.88,1.047,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
31231,,"Nasal endoscopy, dx",90018,180.28,81.4,1.02,1.007,1.316,A,,1.1,,3.55,0,,0.92,0,0.1,4.75,0,2.12,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.3374,
