HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Not Used for Medicare,Work RVU,NA Flag for Non-FAC PE RVU,Non-facility PE RVU,Transitioned Non-FAC PE RVU,NA Flag for facility PE RVU,Facility PE RVU,Transitioned Facility PE RVU,MP RVU,Non-facility Total,Transitioned Non-FAC Total,Facility Total,Transitioned Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Diag Imaging Family Ind
31231,,"Nasal endoscopy, dx",3114301,210.47,88.82,1.036,1.284,0.823,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114299,158.89,73.81,1.0,0.898,0.637,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114203,172.72,77.41,1.0,1.006,0.637,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114099,178.08,79.26,1.007,1.043,0.733,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114009,233.81,95.48,1.073,1.46,0.604,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114007,212.81,89.36,1.048,1.303,0.651,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114006,236.5,95.9,1.061,1.484,0.639,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114005,238.84,96.63,1.064,1.501,0.651,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",3114003,210.7,88.1,1.025,1.294,0.651,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",1433004,206.69,90.35,1.045,1.228,1.71,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",553500,162.36,74.72,1.0,0.925,0.64,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",544035,157.84,73.52,1.0,0.89,0.631,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",513000,155.21,72.4,1.0,0.874,0.459,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",97350,175.51,79.06,1.0,1.018,1.003,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",97320,132.88,66.09,1.0,0.705,0.261,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",95400,169.9,76.1,1.0,0.99,0.41,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",95399,165.86,77.85,1.0,0.929,1.518,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
31231,,"Nasal endoscopy, dx",95301,186.7,87.6,1.04,1.046,2.744,A,,1.1,,3.38,0,,0.88,0,0.09,4.57,0,2.07,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,37.8975,
