HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Not Used for Medicare,Work RVU,NA Flag for Non-FAC PE RVU,Non-facility PE RVU,Transitioned Non-FAC PE RVU,NA Flag for facility PE RVU,Facility PE RVU,Transitioned Facility PE RVU,MP RVU,Non-facility Total,Transitioned Non-FAC Total,Facility Total,Transitioned Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Diag Imaging Family Ind
31231,,"Nasal endoscopy, dx",3114699,116.14,77.19,1.007,1.039,0.723,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114626,128.1,83.59,1.036,1.187,0.901,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114618,127.66,83.83,1.055,1.169,0.901,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114617,123.19,80.9,1.027,1.128,0.75,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114550,110.44,73.51,0.973,0.985,0.544,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114440,115.42,76.73,0.987,1.032,0.919,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114399,121.3,79.65,1.01,1.111,0.748,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114301,129.93,84.27,1.04,1.218,0.748,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114299,105.69,71.31,0.961,0.917,0.687,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114203,113.2,75.15,0.979,1.015,0.687,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114099,116.14,77.19,1.007,1.039,0.723,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114009,137.66,88.13,1.062,1.321,0.653,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114007,129.58,83.99,1.04,1.216,0.677,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114006,139.31,88.58,1.047,1.353,0.677,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114005,141.87,90.21,1.067,1.378,0.677,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",3114003,127.73,82.55,1.014,1.205,0.677,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
31231,,"Nasal endoscopy, dx",1651016,103.0,71.06,0.963,0.852,1.242,A,,1.1,,1.9,1.8,,0.59,0.82,0.08,3.08,2.98,1.77,2.0,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,38.2581,
