HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,,Nasal endoscopy dx,360221,212.96,67.16,232.66,73.38,1.0,1.0,1.226,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,630200,203.24,63.56,222.04,69.44,1.0,0.958,0.557,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1140216,184.73,63.43,201.82,69.3,1.0,0.832,1.256,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,240299,213.12,65.28,232.84,71.32,1.0,1.014,0.668,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,240202,237.14,69.47,259.07,75.89,1.025,1.15,0.688,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,920250,212.76,66.38,232.44,72.52,1.0,1.004,1.003,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1130200,207.82,64.94,227.05,70.95,1.0,0.98,0.778,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1451250,211.58,64.9,231.15,70.91,1.0,1.006,0.618,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,350209,198.94,64.95,217.34,70.96,1.0,0.919,1.136,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441299,197.17,63.62,215.41,69.51,1.0,0.916,0.816,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441218,213.06,66.68,232.76,72.84,1.014,1.004,0.939,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441215,213.35,66.82,233.08,73.0,1.014,1.005,0.97,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441228,209.16,65.26,228.51,71.3,1.002,0.987,0.799,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441211,214.04,66.35,233.84,72.48,1.014,1.013,0.803,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441209,210.53,66.33,230.0,72.47,1.014,0.989,0.939,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441220,194.79,63.72,212.81,69.61,1.0,0.899,0.939,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,441231,213.48,65.64,233.23,71.72,1.0,1.014,0.759,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1030235,192.99,62.06,210.84,67.8,1.0,0.898,0.524,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,340202,209.77,63.97,229.17,69.89,1.0,1.0,0.416,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1120201,195.55,62.73,213.64,68.53,1.0,0.911,0.618,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1441201,221.7,68.17,242.2,74.47,1.02,1.053,0.973,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,920220,157.23,56.34,171.77,61.55,1.0,0.692,0.271,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1250299,198.96,64.68,217.36,70.66,1.0,0.921,1.055,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,1250201,226.85,70.4,247.83,76.92,1.018,1.073,1.444,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,230299,204.85,64.16,223.8,70.09,1.0,0.965,0.667,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,230201,218.89,66.23,239.13,72.36,1.005,1.047,0.667,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
31231,,Nasal endoscopy dx,431200,188.3,62.33,205.71,68.09,1.0,0.864,0.79,A,1.1,,4.71,,4.71,,0.64,,0.64,0.11,5.92,1.85,5.92,1.85,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8228,,99,,,0,0,0
