HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,,Nasal endoscopy dx,360221,204.37,66.34,223.27,72.48,1.0,1.0,0.88,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,360221,204.37,66.34,223.27,72.48,1.0,1.0,0.88,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,630200,194.43,62.34,212.42,68.1,1.0,0.957,0.347,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,1140216,183.94,65.65,200.95,71.72,1.0,0.857,1.296,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,240299,206.25,66.71,225.33,72.88,1.0,1.011,0.902,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,240202,229.04,70.86,250.23,77.42,1.027,1.146,0.931,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,920250,206.12,67.13,225.19,73.34,1.0,1.007,0.99,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,1130200,202.3,66.2,221.01,72.32,1.0,0.986,0.908,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,1451250,205.12,65.02,224.1,71.04,1.0,1.015,0.595,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,350209,194.36,66.41,212.34,72.55,1.0,0.927,1.165,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441299,193.99,64.52,211.93,70.48,1.0,0.938,0.796,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441218,207.4,67.72,226.59,73.98,1.02,1.012,0.936,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441215,206.68,67.14,225.8,73.35,1.02,1.011,0.839,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441228,201.65,65.55,220.3,71.61,1.007,0.986,0.747,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441211,206.44,66.47,225.53,72.62,1.012,1.014,0.768,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441209,204.45,66.83,223.36,73.01,1.02,0.997,0.839,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441220,192.0,64.46,209.76,70.42,1.0,0.924,0.839,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,441231,206.96,66.03,226.1,72.14,1.0,1.021,0.747,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,1031235,186.52,62.16,203.78,67.91,1.0,0.901,0.526,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
31231,,Nasal endoscopy dx,340202,201.54,63.51,220.18,69.38,1.0,1.0,0.389,A,1.1,,4.43,,4.43,,0.6,,0.6,0.16,5.69,1.86,5.69,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0391,,99,,,0,0,0
