HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,,Nasal endoscopy dx,360221,190.14,77.68,207.73,84.86,1.0,1.0,1.052,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,95100,182.74,74.11,199.65,80.96,1.0,0.966,0.476,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,1140216,178.0,75.43,194.46,82.41,1.0,0.912,1.279,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,88416,178.0,75.43,194.46,82.41,1.0,0.912,1.279,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,83699,187.65,76.2,205.01,83.25,1.0,0.991,0.77,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,83602,204.35,80.87,223.25,88.35,1.02,1.098,0.785,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,920250,189.07,77.28,206.55,84.43,1.0,0.994,1.007,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,1130200,185.41,75.42,202.56,82.39,1.0,0.978,0.692,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,90400,185.41,75.42,202.56,82.39,1.0,0.978,0.692,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,1450250,188.28,75.59,205.7,82.59,1.0,1.002,0.523,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,350209,183.19,76.01,200.14,83.05,1.0,0.953,1.059,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,440299,181.2,75.15,197.97,82.1,1.0,0.943,0.936,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,440218,189.72,78.16,207.27,85.39,1.012,0.992,1.131,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,440215,188.11,77.33,205.51,84.49,1.0,0.985,1.1,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,440228,187.12,76.68,204.43,83.77,1.0,0.982,0.966,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
31231,,Nasal endoscopy dx,440211,190.29,77.71,207.89,84.9,1.009,1.001,0.969,A,1.1,,4.37,,4.46,,1.06,,1.12,0.12,5.59,2.28,5.68,2.34,0,0,0,0,0,2,2,1,0,0,9,,33.9764,,99,,,0,0,0
