HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Not Used for Medicare,Work RVU,NA Flag for Non-FAC PE RVU,Non-facility PE RVU,Transitioned Non-FAC PE RVU,NA Flag for facility PE RVU,Facility PE RVU,Transitioned Facility PE RVU,MP RVU,Non-facility Total,Transitioned Non-FAC Total,Facility Total,Transitioned Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Diag Imaging Family Ind
31231,,"Nasal endoscopy, dx",52801,113.34,64.67,0.998,0.945,1.283,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",66000,105.23,60.63,0.97,0.866,0.877,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",74004,106.71,60.62,0.963,0.895,0.756,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",65000,106.71,60.62,0.963,0.895,0.756,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",82600,104.69,59.57,0.959,0.876,0.596,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",63000,108.6,61.12,0.981,0.922,0.481,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",95299,107.49,61.71,0.964,0.889,1.157,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",95215,123.95,68.79,1.006,1.071,1.645,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",95212,112.59,65.01,0.988,0.924,1.691,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
31231,,"Nasal endoscopy, dx",95216,126.82,70.59,1.028,1.092,1.797,A,,1.1,,1.99,0,,0.59,0,0.08,3.17,0,1.77,0,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.7856,
