HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,,"Nasal endoscopy, dx",440215,164.7,71.66,179.94,78.29,1.0,0.959,1.223,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",440209,160.78,71.33,175.66,77.93,1.019,0.922,1.223,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",420205,155.58,69.23,169.97,75.64,1.0,0.89,1.096,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",360221,148.85,67.16,162.62,73.37,1.0,0.842,0.889,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",340202,150.1,66.28,163.99,72.41,1.0,0.864,0.42,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",320201,148.78,66.6,162.54,72.76,1.0,0.847,0.673,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",130200,172.78,73.24,188.77,80.02,1.002,1.026,1.083,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",119299,175.29,72.64,191.5,79.36,1.007,1.058,0.549,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",119218,198.55,79.7,216.91,87.07,1.041,1.225,0.804,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",110299,175.29,72.64,191.5,79.36,1.007,1.058,0.549,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",110207,205.49,80.72,224.5,88.19,1.053,1.286,0.425,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",110205,225.26,85.46,246.1,93.36,1.059,1.441,0.414,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",97350,166.4,71.52,181.8,78.14,1.0,0.978,1.009,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",95400,164.56,69.19,179.78,75.59,1.0,0.983,0.245,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",95301,178.57,77.67,195.09,84.86,1.036,1.04,1.906,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",95216,183.29,78.51,200.25,85.78,1.025,1.08,1.94,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",95212,161.5,72.34,176.44,79.03,1.0,0.919,1.793,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",90400,160.72,69.33,175.58,75.74,1.0,0.942,0.657,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",88300,160.69,70.75,175.55,77.3,1.0,0.927,1.232,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",83699,164.87,70.38,180.12,76.89,1.0,0.974,0.693,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",83599,158.22,68.29,172.86,74.6,1.0,0.927,0.472,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",83101,199.2,93.45,217.63,102.09,1.5,1.09,0.646,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",63000,157.5,68.44,172.07,74.77,1.0,0.918,0.599,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",59004,184.9,81.18,202.0,88.69,1.0,1.069,3.167,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",52899,153.4,68.22,167.59,74.53,1.0,0.878,0.892,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",52401,180.76,75.21,197.48,82.16,1.013,1.088,0.996,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",51200,150.1,67.24,163.98,73.46,1.0,0.854,0.808,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",51101,170.74,72.37,186.54,79.06,1.009,1.014,0.836,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",0,169.15,72.13,184.8,78.81,1.0,1.0,1.0,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",3114550,165.35,69.98,180.64,76.45,1.0,0.983,0.489,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",3114440,172.33,71.53,188.27,78.14,1.0,1.039,0.462,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",3114399,182.04,74.74,198.88,81.66,1.007,1.106,0.764,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",3114301,206.27,81.02,225.35,88.51,1.029,1.291,0.764,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",3114299,154.0,67.36,168.24,73.59,1.0,0.893,0.492,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",3114203,170.66,71.21,186.45,77.8,1.0,1.025,0.492,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",1329204,201.31,81.1,219.93,88.6,1.032,1.239,1.22,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",1328299,157.31,67.96,171.86,74.25,1.0,0.921,0.425,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",1320203,178.85,74.36,195.39,81.24,1.014,1.077,0.822,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",1320202,208.42,83.36,227.7,91.07,1.051,1.289,1.235,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",1320201,209.34,83.41,228.71,91.13,1.064,1.298,1.01,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
31231,,"Nasal endoscopy, dx",1310200,193.95,78.98,211.89,86.29,1.038,1.185,0.98,A,1.1,,3.5,,3.53,,0.81,,0.78,0.09,4.69,2.0,4.72,1.97,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,36.0666,,99,,,0,0,0
