HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,  ,Nasal endoscopy dx,1520200,188.74,63.54,206.2,69.42,1.0,0.913,1.094,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1510200,180.37,61.21,197.06,66.87,1.0,0.869,0.827,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1451250,199.93,62.67,218.43,68.46,1.0,1.001,0.569,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1441201,210.34,66.63,229.8,72.79,1.021,1.048,0.981,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1431240,207.62,65.28,226.82,71.31,1.0,1.038,0.917,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1421299,211.87,66.37,231.46,72.51,1.026,1.061,0.842,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1421201,235.24,70.28,257.0,76.78,1.049,1.203,0.842,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1411299,184.05,60.91,201.08,66.54,1.0,0.898,0.652,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1411203,199.73,63.02,218.21,68.84,1.0,0.997,0.652,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1329204,248.99,80.6,272.02,88.05,1.056,1.228,2.661,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1328299,193.6,62.65,211.51,68.44,1.0,0.955,0.752,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1320203,223.08,71.55,243.72,78.17,1.027,1.105,1.646,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1320202,248.03,80.32,270.97,87.75,1.046,1.223,2.702,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1320201,241.73,76.77,264.1,83.87,1.056,1.203,2.031,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1310200,221.17,68.4,241.62,74.73,1.037,1.114,0.934,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1250299,191.78,63.02,209.52,68.85,1.0,0.939,0.888,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1250201,217.07,68.55,237.14,74.89,1.022,1.083,1.199,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1240299,225.57,69.11,246.44,75.5,1.037,1.141,0.959,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1240201,235.22,70.8,256.98,77.35,1.049,1.199,0.959,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1230299,208.68,66.48,227.98,72.63,1.011,1.037,1.07,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1230201,219.95,69.66,240.3,76.1,1.028,1.096,1.313,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1220201,243.03,73.54,265.51,80.34,1.054,1.236,1.294,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1210201,205.33,65.18,224.32,71.21,1.005,1.022,0.927,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1150200,189.68,62.42,207.22,68.2,1.0,0.928,0.819,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1140216,180.57,62.92,197.28,68.73,1.0,0.858,1.198,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1130200,200.7,64.26,219.26,70.2,1.0,0.995,0.897,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1120201,185.07,61.24,202.19,66.9,1.0,0.903,0.695,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1031235,182.26,59.94,199.12,65.49,1.0,0.892,0.492,A,1.1,,4.54,,4.54,,0.61,,0.61,0.15,5.79,1.86,5.79,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,34.8931,,99,,,0,0,0
