HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,,Nasal endoscopy dx,360221,212.73,67.02,232.41,73.22,1.0,1.0,1.05,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,630200,202.16,62.87,220.86,68.68,1.0,0.956,0.457,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1140216,188.37,64.96,205.8,70.97,1.0,0.847,1.289,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,240299,212.97,65.36,232.67,71.41,1.0,1.013,0.689,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,240202,237.25,69.54,259.2,75.97,1.026,1.151,0.713,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,920250,213.43,66.85,233.17,73.03,1.0,1.006,0.993,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1130200,209.23,65.7,228.58,71.78,1.0,0.985,0.866,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1451250,212.19,65.03,231.82,71.04,1.0,1.01,0.639,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,350209,200.79,66.01,219.36,72.12,1.0,0.925,1.167,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441299,199.53,64.17,217.99,70.11,1.0,0.929,0.809,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441218,214.47,67.45,234.31,73.69,1.02,1.009,0.946,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441215,214.71,67.25,234.57,73.47,1.02,1.012,0.897,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441228,209.9,65.5,229.31,71.56,1.006,0.991,0.76,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441211,213.83,66.37,233.61,72.51,1.015,1.012,0.77,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441209,211.69,66.86,231.27,73.04,1.02,0.994,0.897,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441220,197.33,64.29,215.58,70.24,1.0,0.913,0.897,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,441231,214.5,65.88,234.35,71.98,1.0,1.02,0.757,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1030235,193.14,62.01,211.01,67.74,1.0,0.9,0.525,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,340202,209.2,63.5,228.56,69.37,1.0,1.0,0.395,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1120201,195.74,62.86,213.85,68.67,1.0,0.912,0.634,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1441201,221.51,68.23,242.0,74.54,1.025,1.052,0.879,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,920220,186.4,61.67,203.64,67.38,1.0,0.856,0.642,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1250299,201.29,65.34,219.9,71.38,1.0,0.933,1.01,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1250201,228.64,71.13,249.79,77.71,1.022,1.081,1.322,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,230299,205.56,64.66,224.58,70.64,1.0,0.967,0.746,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,230201,220.12,66.84,240.49,73.02,1.008,1.052,0.746,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,431200,192.15,63.63,209.92,69.52,1.0,0.882,0.9,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1520200,198.71,64.95,217.09,70.96,1.0,0.918,0.999,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,330201,210.02,64.31,229.45,70.26,1.0,1.0,0.547,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1150200,199.45,63.8,217.9,69.7,1.0,0.931,0.732,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1328299,202.01,63.88,220.7,69.79,1.0,0.948,0.678,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1329204,254.23,79.38,277.75,86.72,1.052,1.2,2.151,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
31231,,Nasal endoscopy dx,1320203,227.19,70.99,248.2,77.56,1.013,1.072,1.399,A,1.1,,4.67,,4.67,,0.61,,0.61,0.15,5.92,1.86,5.92,1.86,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,35.8887,,99,,,0,0,0
